ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
960	姊	姊	tsɿ35	tsɿ35	zy2	2009年陳海倫、林亦《粵語平話土話方音字彙》P101		
961	次	次	tsʰi33	tʃʰi33	ci3	2009年陳海倫、林亦《粵語平話土話方音字彙》P108		
962	次	次	tsʰɿ33	tsʰɿ33	cy3	2009年陳海倫、林亦《粵語平話土話方音字彙》P108		
963	瓷	瓷	tsʰi21	tʃʰi21	ci4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
964	瓷	瓷	tsʰɿ21	tsʰɿ21	cy4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
965	餈	糍	tsʰi21	tʃʰi21	ci4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
966	餈	糍	tsʰɿ21	tsʰɿ21	cy4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
967	糍	糍	tsʰi21	tʃʰi21	ci4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
968	糍	糍	tsʰɿ21	tsʰɿ21	cy4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
969	自	自	tsɿ22	tsɿ22	zy6	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
970	自	自	tsi22	tʃi22	zi6	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
971	私	私	si55	ʃi55	si1	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
972	私	私	sɿ55	sɿ55	sy1	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
973	死	死	ɬi35	ɬi35	sli2	2009年陳海倫、林亦《粵語平話土話方音字彙》P101		
974	四	四	ɬi33	ɬi33	sli3	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
975	肆	肆	si33	ʃi33	si3	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
976	致	致	tsi33	tʃi33	zi3	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
977	遲	迟	tsʰi21	tʃʰi21	ci4	2009年陳海倫、林亦《粵語平話土話方音字彙》P92		
978	雉	雉	tsi22	tʃi22	zi6	2009年陳海倫、林亦《粵語平話土話方音字彙》P101		
979	緻	致	tsi33	tʃi33	zi3	2009年陳海倫、林亦《粵語平話土話方音字彙》P109		
